1,0.0000000034
1,0.0000000036
1,0.0000000039
1,0.0000000035
1,0.0000000043
1,0.0000000046
1,0.0000000050
1,0.0000000054
2,0.0000000584
2,0.0000000644
2,0.0000000674
2,0.0000000687
2,0.0000000752
3,0.0000002873
3,0.0000002522
3,0.0000002471
4,0.0000007086
4,0.0000007393
4,0.0000007178
5,0.0000013838
5,0.0000015370
6,0.0000026987
6,0.0000022227
7,0.0000036381
8,0.0000054416
8,0.0000053568
9,0.0000082184
10,0.0000110903
11,0.0000138653
12,0.0000189915
13,0.0000241109
14,0.0000293803
16,0.0000457074
17,0.0000509526
19,0.0000716285
20,0.0000863740
22,0.0001204977
24,0.0001568045
26,0.0001843983
29,0.0002785588
32,0.0003894144
34,0.0004765664
38,0.0006730307
41,0.0008188075
45,0.0010837874
49,0.0014305645
53,0.0022087100
58,0.0026427016
64,0.0031762071
69,0.0033630118
76,0.0040770393
82,0.0044708883
90,0.0062248578
98,0.0092337182
107,0.0139221632
117,0.0178044032
128,0.0224213489
139,0.0299333631
152,0.0379965451
165,0.0496895280
181,0.0672505017
197,0.0831603483
215,0.1132126430
234,0.1287379171
256,0.1819730888
279,0.2485196740
304,0.3036680806
331,0.3879232771
362,0.4661769607
394,0.5644570767
430,0.7777496690
469,0.9742523210
512,1.2651589030
558,1.4602956948
608,1.8217860513
663,1.9921930853
724,2.2364226876
789,2.1433891063
861,2.7090783898
939,2.9531931908
1024,3.5877896025
1116,3.6779722946
1217,4.3078682686
1327,4.6144299678
1448,5.0839816350
1579,5.3015632066
1722,5.6268885114
1878,5.8209107716
2048,6.2596829924
2233,5.9811348181
2435,5.6518923737
2655,7.0360807776
2896,7.2112054057
3158,8.0330287265
3444,8.2290337210
3756,8.0293896669
4096,8.5125871285
4466,8.5370020832
4870,7.7743161522
5311,8.3979650843
5792,8.4688923679
6316,8.4772457343
6888,8.6937689402
7512,8.6359499182
8192,8.8169536875
8933,8.6668573644
9741,8.3756722311
10623,8.7015778540
11585,8.5536109363
12633,8.6088656910
13777,8.5709830209
