1,0.0000000064
1,0.0000000049
1,0.0000000051
1,0.0000000050
1,0.0000000052
1,0.0000000042
1,0.0000000046
1,0.0000000045
2,0.0000000510
2,0.0000000485
2,0.0000000479
2,0.0000000548
2,0.0000000471
3,0.0000002029
3,0.0000002306
3,0.0000001912
4,0.0000004770
4,0.0000004901
4,0.0000005156
5,0.0000009719
5,0.0000009661
6,0.0000017499
6,0.0000017244
7,0.0000031790
8,0.0000038894
8,0.0000038526
9,0.0000059240
10,0.0000106741
11,0.0000110602
12,0.0000139035
13,0.0000181564
14,0.0000236016
16,0.0000321635
17,0.0000413539
19,0.0000546057
20,0.0000616567
22,0.0001286502
24,0.0001390447
26,0.0001460748
29,0.0001951062
32,0.0002772766
34,0.0003086856
38,0.0004384349
41,0.0005533988
45,0.0007149317
49,0.0009276363
53,0.0013331269
58,0.0018695030
64,0.0022682527
69,0.0031001839
76,0.0035845403
82,0.0045948409
90,0.0074623255
98,0.0074607993
107,0.0097530265
117,0.0138274526
128,0.0186669288
139,0.0286824569
152,0.0268727477
165,0.0355386730
181,0.0473796592
197,0.0659762906
215,0.0864406612
234,0.0885813776
256,0.1523531400
279,0.1636012400
304,0.2584961682
331,0.2811011999
362,0.3519482168
394,0.4218602630
430,0.5220794553
469,0.5562290865
512,0.9788097312
558,0.8579025595
608,1.2380418081
663,1.5557990302
724,2.1672233818
789,2.5753768218
861,2.2584686231
939,3.0033014996
1024,3.8812342065
1116,4.1678976639
1217,4.4648922758
1327,5.3470564838
1448,6.3065089240
1579,6.8292859679
1722,7.5663780618
1878,8.2142042796
2048,8.9502136919
2233,10.0775378689
2435,9.4611509618
2655,10.4873276759
2896,11.0233645833
3158,11.7347679907
3444,11.8439367523
3756,11.8604344909
4096,13.3133777524
4466,14.6612454411
4870,14.1017926913
5311,15.0166186211
5792,14.5565515674
6316,14.8739420297
6888,14.7140872238
7512,15.1461848986
8192,15.2734148530
8933,15.2323380953
9741,14.9980861870
10623,15.3962168307
11585,15.3180348029
12633,15.4027308920
13777,15.4373195183
