1,0.0000000073
1,0.0000000048
1,0.0000000054
1,0.0000000052
1,0.0000000055
1,0.0000000052
1,0.0000000051
1,0.0000000048
2,0.0000000586
2,0.0000000613
2,0.0000000606
2,0.0000000604
2,0.0000000590
3,0.0000002199
3,0.0000002166
3,0.0000002331
4,0.0000005445
4,0.0000005953
4,0.0000005509
5,0.0000011035
5,0.0000010665
6,0.0000018245
6,0.0000020743
7,0.0000030141
8,0.0000048806
8,0.0000041701
9,0.0000067732
10,0.0000091322
11,0.0000126449
12,0.0000167117
13,0.0000194493
14,0.0000258426
16,0.0000528046
17,0.0000458252
19,0.0000690545
20,0.0000746672
22,0.0001094539
24,0.0001388742
26,0.0001667570
29,0.0002413090
32,0.0003086639
34,0.0003747490
38,0.0005190560
41,0.0005871084
45,0.0009346655
49,0.0010798767
53,0.0014085849
58,0.0022631995
64,0.0025011876
69,0.0032449305
76,0.0034306438
82,0.0041311552
90,0.0051279059
98,0.0074588679
107,0.0098178931
117,0.0124193482
128,0.0160830886
139,0.0211496424
152,0.0247961973
165,0.0338157899
181,0.0430062583
197,0.0542269884
215,0.0718169422
234,0.0988467147
256,0.1196925419
279,0.1455098916
304,0.1972818843
331,0.1772180971
362,0.2636590135
394,0.2754185967
430,0.3726414457
469,0.3835439101
512,0.6403236611
558,0.6271523764
608,0.6723487806
663,0.6716123262
724,0.8588339883
789,0.9945220783
861,1.1051620527
939,1.2015233788
1024,1.3994641071
1116,1.3509447411
1217,1.4638138307
1327,1.4528602068
1448,1.4676407356
1579,1.5869783426
1722,1.6656387593
1878,1.9194971156
2048,2.3645307724
2233,2.4380628450
2435,2.6216720574
2655,3.1950040147
2896,3.4910323127
3158,3.8479634522
3444,3.9335505780
3756,3.8047738191
4096,3.9912365038
4466,3.9395745634
4870,3.7676875717
5311,3.8672090765
5792,3.8548877523
6316,3.8473078459
6888,3.9200867856
7512,3.8976030316
8192,3.9648233326
8933,3.9030829731
