1,0.0000000052
1,0.0000000041
1,0.0000000046
1,0.0000000049
1,0.0000000042
1,0.0000000041
1,0.0000000046
1,0.0000000055
2,0.0000000554
2,0.0000000637
2,0.0000000545
2,0.0000000532
2,0.0000000507
3,0.0000002001
3,0.0000002108
3,0.0000002082
4,0.0000004921
4,0.0000004808
4,0.0000005280
5,0.0000010680
5,0.0000010738
6,0.0000017084
6,0.0000017649
7,0.0000027460
8,0.0000041874
8,0.0000042690
9,0.0000069834
10,0.0000086023
11,0.0000106921
12,0.0000133234
13,0.0000179914
14,0.0000246968
16,0.0000337639
17,0.0000395959
19,0.0000656157
20,0.0000653406
22,0.0000929182
24,0.0001354284
26,0.0001817980
29,0.0002643254
32,0.0002998829
34,0.0003157878
38,0.0004163927
41,0.0007430828
45,0.0007193491
49,0.0012699617
53,0.0014592136
58,0.0019013776
64,0.0028069479
69,0.0026474907
76,0.0037250988
82,0.0044074782
90,0.0076624283
98,0.0099851778
107,0.0103070034
117,0.0138518935
128,0.0231608708
139,0.0216869965
152,0.0316261520
165,0.0363883348
181,0.0517542283
197,0.0623640412
215,0.0814378555
234,0.1148254428
256,0.1336743332
279,0.2045750757
304,0.2282127190
331,0.3014729031
362,0.3264810883
394,0.4374849399
430,0.6657965652
469,0.6715217545
512,1.1204232802
558,0.9380739764
608,1.8426026193
663,1.4936602735
724,2.0298141173
789,2.4388995886
861,2.8479440678
939,3.5406921338
1024,8.3014007112
1116,4.9172887222
1217,4.8020404036
1327,6.9848150236
1448,14.6789663308
1579,7.2316324211
1722,8.7278280040
1878,10.5813931247
2048,27.3441403434
2233,12.1147870981
2435,12.0358759694
2655,12.1954933158
2896,46.6051363046
3158,13.2800244576
3444,13.8267628176
3756,13.7995925164
4096,69.9589102386
4466,14.3317932735
4870,14.1166294853
5311,14.9101748975
5792,71.8273441365
6316,14.8697839164
6888,75.0021194804
7512,76.0847702634
8192,87.2323633474
8933,15.2443599021
9741,15.0255254543
10623,15.4011254535
11585,15.3233762417
12633,15.4141927233
13777,15.4542546400
15024,51.3086154117
16384,54.8225731495
17866,15.4363718738
19483,15.4177083800
