1,0.0000000062
1,0.0000000068
1,0.0000000065
1,0.0000000064
1,0.0000000065
1,0.0000000064
1,0.0000000065
1,0.0000000065
2,0.0000000753
2,0.0000000749
2,0.0000000752
2,0.0000000716
2,0.0000000746
3,0.0000002802
3,0.0000002800
3,0.0000002791
4,0.0000006948
4,0.0000006977
4,0.0000006917
5,0.0000013994
5,0.0000013979
6,0.0000024555
6,0.0000023712
7,0.0000037908
8,0.0000057672
8,0.0000059771
9,0.0000087234
10,0.0000117764
11,0.0000151661
12,0.0000202780
13,0.0000260046
14,0.0000323737
16,0.0000465056
17,0.0000536368
19,0.0000743973
20,0.0000867669
22,0.0001151412
24,0.0001512901
26,0.0001919364
29,0.0002657910
32,0.0003578811
34,0.0004240251
38,0.0005969277
41,0.0007429814
45,0.0009892200
49,0.0012556719
53,0.0016050206
58,0.0021076201
64,0.0028424239
69,0.0034972628
76,0.0046591594
82,0.0058126913
90,0.0079179318
98,0.0098811798
107,0.0127129541
117,0.0175084783
128,0.0224006348
139,0.0278861869
152,0.0368665318
165,0.0469158064
181,0.0609087915
197,0.0734990603
215,0.0931482866
234,0.1193392140
256,0.1542684148
279,0.1888398340
304,0.2380925611
331,0.2674025149
362,0.3328934757
394,0.3741520061
430,0.4676547051
469,0.5209803082
512,0.6465247933
558,0.7790807773
608,0.8420655397
663,1.0007404240
724,1.0769312388
789,1.2099749766
861,1.2660685126
939,1.2971475261
1024,1.5355688801
1116,1.5382477777
1217,1.5904825608
1327,1.6077547562
1448,1.7429501426
1579,1.8778230197
1722,1.8987380664
1878,1.8820152242
2048,1.9533219189
2233,2.3653780610
2435,2.3538986067
2655,3.0718712072
2896,3.2225252910
3158,3.1766847222
3444,3.2306806382
3756,3.2422227956
4096,3.2994986714
4466,3.3113207461
4870,3.1896135517
5311,3.2127539480
5792,3.3224748444
6316,3.0620875510
6888,3.1754668235
7512,3.1448125620
8192,3.1791185412
8933,2.9275908341
9741,2.8994841052
10623,2.8849807107
11585,2.8143021900
